PE,AT,V,AP,RH
475.7,7.53,41.16,1023.19,91.28
432.45,25.17,72.39,1001.69,90.51
479.97,6.9,40.62,1018.48,78.84
447.81,23.03,44.89,1010.26,59.85
470.63,13.17,38.91,1016.55,74.47
439.77,25.09,69.68,1012.18,91.33
457.83,19.13,40.79,1004.47,91.7
436.6,29.56,73.88,1005.77,66.45
432.29,31.93,70.4,1005.27,73.71
470.93,13.8,42.99,1007.16,67.28
441.18,27.61,49.16,1005.01,35.63
465.81,16.36,43.99,1021.34,85.13
432.35,27.27,72.24,1010.69,78.09
454.29,20.27,56.65,1020.75,67.12
443.44,22.28,60.27,1018.98,84.12
436.89,26.99,62.26,1011.13,71.27
440.75,25.79,67.17,1007.89,81.38
440.99,29.49,69.71,1009.34,56.35
434.0,25.85,67.69,1007.7,70.14
439.58,25.82,69.68,1012.69,89.94
438.4,24.67,68.14,1004.96,58.15
430.3,30.09,64.96,1001.29,56.04
471.26,11.27,40.62,1017.03,61.94
454.36,20.28,68.63,1012.42,70.31
458.75,19.36,39.54,1008.97,58.92
466.02,15.37,41.96,1011.58,96.76
465.69,13.79,45.08,1023.3,83.59
435.66,24.35,73.17,1012.2,85.88
445.86,20.51,63.09,1016.39,92.99
443.91,21.93,61.45,1008.92,98.54
434.01,28.24,71.58,1010.1,67.92
444.35,25.19,64.44,1014.75,64.38
430.45,31.71,73.5,1010.63,40.17
441.54,24.88,63.31,1014.23,55.76
429.85,30.65,71.98,1004.92,63.39
427.91,29.01,68.08,1010.74,52.51
477.82,10.06,42.02,999.37,98.65
464.57,14.66,41.92,1030.81,68.88
433.11,26.12,68.51,1013.06,68.96
441.15,23.92,61.87,1009.63,54.16
442.92,21.88,59.39,1015.58,87.19
467.5,16.0,42.86,1013.88,81.74
440.36,24.74,59.21,1012.18,74.2
494.61,6.93,40.67,1020.17,71.16
470.87,12.26,39.96,1011.79,79.06
472.95,14.44,40.8,1025.05,56.59
467.25,11.85,42.07,1017.92,93.45
452.57,21.35,57.76,1017.36,73.1
440.06,27.31,65.12,1016.05,45.98
448.42,23.59,43.77,1010.85,55.98
467.99,11.94,40.66,1016.61,96.11
454.35,24.97,50.23,1015.6,56.79
443.62,24.78,57.19,1008.08,65.4
487.83,8.18,43.69,1017.16,88.16
461.81,13.75,40.66,1016.41,93.31
466.38,15.52,43.7,1015.8,76.27
462.32,14.98,43.99,1022.66,83.34
459.04,13.42,40.78,1025.03,77.51
437.81,24.05,72.24,1011.32,88.94
435.61,29.75,74.87,1009.1,56.5
467.59,17.89,42.42,1008.92,65.08
432.19,27.84,72.39,1001.18,83.46
449.63,18.24,58.46,1017.38,86.92
474.4,12.0,41.17,1019.48,58.71
471.62,12.23,43.69,1016.46,84.4
453.47,22.67,64.15,1021.02,70.49
463.89,16.73,37.2,1012.94,74.04
445.93,21.65,56.89,1013.13,66.07
451.62,21.18,45.01,1012.57,48.05
446.44,21.06,67.07,1004.9,84.09
464.14,13.88,48.79,1017.28,79.4
454.45,19.08,46.93,1010.6,75.21
462.59,17.48,40.89,1011.39,62.45
466.22,16.23,43.69,1016.4,68.9
437.67,24.99,60.37,1005.66,74.87
470.04,12.53,44.03,1007.21,84.2
470.42,18.3,37.2,1012.23,68.09
485.58,7.51,41.66,1015.9,78.31
431.23,28.66,77.95,1009.56,69.07
451.44,25.6,63.9,1013.16,53.19
475.61,12.75,39.85,1012.51,62.37
451.87,17.19,58.86,1016.74,85.97
435.57,30.51,60.75,1009.86,51.0
479.24,8.23,40.77,1011.92,90.59
479.58,10.17,40.1,1014.05,91.9
431.1,27.04,73.67,1006.82,77.45
466.77,10.74,40.92,1021.74,94.97
448.89,21.96,58.79,1010.51,87.32
444.38,23.14,62.26,1011.87,66.44
431.64,27.41,69.98,1008.51,65.49
437.78,25.61,67.69,1009.22,68.76
450.73,18.55,61.87,1008.45,65.3
440.74,30.55,66.25,1009.15,63.52
451.66,24.4,41.1,1002.14,38.75
437.01,25.17,68.08,1012.83,60.87
442.18,22.1,65.06,1014.56,71.5
471.43,11.48,42.02,1000.29,94.76
437.51,24.04,59.43,1007.6,76.98
475.63,12.74,41.38,1021.92,56.67
448.22,20.65,57.5,1016.04,87.45
481.73,9.6,41.03,1021.01,69.03
429.91,28.61,69.84,1004.24,67.74
460.48,16.58,37.64,1015.23,81.59
459.01,16.81,38.52,1018.26,75.21
474.87,5.46,40.81,1025.73,93.52
451.08,23.19,49.82,1014.59,70.52
474.57,11.86,40.27,1008.06,72.91
450.23,20.36,66.05,1015.86,87.19
443.93,25.14,63.47,1012.58,70.27
435.64,28.42,75.23,1010.25,56.8
468.64,10.96,45.01,1017.97,95.82
458.62,18.48,52.05,1012.41,68.2
465.64,16.48,41.35,1005.61,89.07
465.25,14.04,40.2,1013.29,89.54
451.95,22.24,41.1,1001.96,42.6
477.94,11.77,40.71,1024.55,72.49
439.11,32.41,58.9,1003.26,45.33
451.62,17.8,62.26,1011.81,89.81
451.33,19.08,59.15,1013.1,81.82
476.41,11.72,40.35,1012.08,83.98
437.51,27.92,68.12,1011.54,49.8
437.93,22.73,66.75,1018.13,84.06
432.76,30.67,72.86,1004.25,52.72
443.66,26.81,61.47,1009.68,68.34
461.39,15.39,39.31,1008.78,66.67
446.08,22.92,61.9,1013.27,78.32
438.78,29.53,71.43,1011.79,57.41
425.18,32.84,68.14,1003.59,43.88
454.25,15.78,41.48,1015.55,52.17
479.35,6.65,40.69,1020.11,89.84
463.18,14.64,53.82,1016.33,60.59
455.63,15.12,41.79,1007.16,82.35
434.03,28.36,69.88,1007.75,84.17
443.06,24.27,74.93,1012.73,73.81
438.7,27.77,51.43,1006.58,69.01
474.64,11.17,39.72,1002.4,81.4
440.65,23.71,67.17,1007.27,90.2
435.46,28.12,73.42,1011.49,80.16
458.59,19.17,52.9,1016.56,65.23
455.2,19.67,44.89,1009.43,73.88
455.63,18.5,46.93,1015.0,66.81
462.5,16.36,39.99,1008.91,72.48
442.85,22.43,63.76,1009.84,75.27
432.43,30.8,73.56,1007.39,75.78
452.56,22.07,60.08,1017.68,71.23
463.82,15.51,41.76,1022.81,69.55
434.33,29.78,69.71,1008.96,67.46
483.86,9.61,39.04,1023.45,75.66
432.43,31.99,53.53,1004.98,53.53
438.19,29.72,74.78,1009.32,55.25
466.63,15.47,43.13,1015.11,50.5
486.84,4.62,38.44,1016.09,73.14
467.81,15.61,41.2,1016.12,75.28
485.35,7.35,41.66,1015.55,79.67
445.72,23.77,61.87,1009.8,54.83
469.57,10.88,44.63,1020.52,86.81
466.95,12.99,43.8,1023.16,64.65
451.41,22.99,46.93,1014.15,49.42
444.36,24.38,58.2,1016.93,51.61
433.95,25.14,69.13,1011.15,85.67
469.75,13.21,40.03,1018.12,82.98
470.38,13.56,39.18,1023.4,63.82
481.3,10.6,41.46,1021.23,89.02
461.61,12.78,41.04,1025.16,85.14
428.0,27.44,66.56,1005.51,69.28
443.22,23.09,51.19,1009.4,81.61
445.95,20.87,57.19,1006.5,77.0
460.66,14.58,42.07,1017.9,86.14
434.42,22.12,69.71,1009.7,90.22
453.39,16.73,65.94,1013.79,90.19
465.72,14.92,41.16,1004.83,83.7
448.5,21.38,65.12,1015.73,68.02
470.95,10.55,41.92,1030.0,91.23
487.19,3.31,39.42,1024.05,84.31
464.74,16.23,43.52,1020.13,76.3
436.26,27.86,65.18,1012.87,55.53
464.62,13.63,43.22,1012.71,72.85
481.88,6.91,37.49,1011.05,82.07
483.03,8.62,39.54,1011.64,82.86
476.6,8.51,42.32,1015.08,84.89
428.75,31.3,70.79,1004.3,54.37
466.01,16.0,43.02,1012.37,39.2
476.12,11.44,44.2,1018.14,84.9
479.61,5.15,45.87,1008.02,98.36
447.28,24.88,63.91,1009.41,77.75
433.56,27.52,74.67,1015.77,72.01
431.54,32.89,66.44,1009.94,60.55
481.64,9.98,39.66,1017.32,77.78
433.97,25.42,74.22,1009.04,88.55
439.36,26.04,52.84,1005.68,65.18
458.27,16.0,48.78,1013.9,88.64
464.5,14.4,40.2,1013.04,90.5
444.59,21.71,60.77,1017.95,85.07
434.02,27.72,69.88,1007.58,72.25
482.06,9.34,38.08,1019.56,67.74
427.06,31.12,68.14,1003.67,67.36
476.68,12.14,44.85,1014.36,60.04
475.32,12.24,40.96,1023.22,78.74
441.35,25.67,69.88,1007.84,83.32
439.74,28.6,61.86,1011.86,62.13
430.05,33.63,70.4,1004.02,53.6
452.5,20.23,57.76,1016.84,81.26
469.13,13.3,50.59,1019.38,92.96
452.71,20.77,45.87,1008.07,76.22
454.86,20.0,56.53,1020.43,75.94
483.92,7.34,40.72,1023.01,80.08
444.91,21.71,65.27,1013.24,63.58
442.0,25.16,58.82,1009.63,72.62
467.85,17.35,39.39,1013.18,67.67
450.84,21.6,66.86,1013.02,54.19
478.13,9.89,40.64,1020.59,98.35
466.3,13.32,44.9,1007.72,78.64
453.56,24.8,50.23,1016.62,63.13
442.13,26.38,44.89,1009.14,51.79
455.15,19.93,57.25,1010.6,89.34
479.6,9.33,36.3,1027.88,79.23
468.35,13.85,45.08,1024.86,83.85
447.04,24.51,62.08,1022.58,57.44
439.92,27.78,68.67,1005.59,59.17
441.99,23.85,52.3,1005.9,70.95
471.42,13.75,40.89,1011.21,82.8
427.05,34.2,68.14,1002.7,56.09
444.54,19.04,68.28,1004.52,86.16
445.18,24.85,67.9,1005.9,64.55
453.08,22.51,66.49,1014.59,63.03
446.77,26.88,60.96,1012.1,57.9
463.67,15.48,47.83,1004.88,81.68
439.27,23.56,73.67,1007.13,87.1
456.08,19.43,52.9,1018.35,61.12
434.14,29.97,67.9,1006.09,61.6
459.68,18.97,50.59,1016.01,74.9
434.38,21.37,81.56,1006.57,81.56
451.43,20.09,61.27,1020.05,70.71
435.75,22.41,66.56,1003.3,88.71
447.66,24.51,68.63,1014.15,45.1
435.82,26.01,74.33,1015.69,81.22
433.59,28.32,68.12,1011.62,46.75
467.02,13.68,45.08,1024.91,85.26
474.51,8.83,41.14,1025.37,94.36
444.79,24.75,58.79,1009.87,71.97
437.43,30.64,74.87,1009.44,59.01
441.54,26.68,49.02,1008.4,68.01
440.9,23.38,48.6,1004.45,69.19
432.25,23.48,70.79,1006.7,88.57
467.16,14.03,49.15,1020.5,83.65
439.16,24.26,47.93,1003.87,70.44
462.41,13.08,42.32,1016.63,83.72
443.06,23.78,69.71,1008.79,83.17
440.7,27.71,75.23,1010.21,59.75
447.05,21.97,65.61,1016.09,73.29
463.06,15.54,41.23,995.45,83.73
429.35,31.03,74.33,1011.55,63.45
429.41,31.12,69.13,1009.61,56.54
487.85,7.11,41.74,1022.35,90.68
461.71,13.07,42.18,1014.98,87.77
447.96,22.86,62.52,1016.23,70.67
481.66,6.14,40.62,1015.71,86.51
465.42,14.3,53.82,1016.64,63.9
458.96,17.93,44.63,1003.54,87.41
434.84,25.9,71.73,1010.18,74.83
447.13,23.72,58.62,1016.32,71.17
469.81,13.83,38.73,999.62,91.95
438.41,21.71,76.86,1006.71,76.86
432.3,28.76,66.56,1006.07,62.41
463.44,15.28,43.71,1024.32,81.24
468.21,13.95,38.73,1003.87,83.94
449.4,22.19,58.49,1010.91,77.03
448.32,22.75,58.86,1016.0,67.34
431.36,28.52,64.96,1005.9,70.79
438.73,23.9,61.47,1009.01,81.05
438.42,31.88,70.36,1006.2,57.51
480.04,10.4,42.44,1014.24,93.48
455.34,21.31,49.39,1020.18,71.35
431.22,29.72,71.97,1008.6,79.25
455.32,20.92,49.15,1021.15,49.76
474.72,13.48,40.35,1011.71,69.44
443.93,21.36,58.95,1018.35,78.87
484.05,6.75,39.9,1008.3,87.42
454.29,18.11,58.95,1016.61,89.17
430.89,26.2,71.73,1010.14,76.14
446.15,22.89,80.25,1006.38,80.25
441.46,26.12,63.94,1017.97,44.81
479.65,9.84,40.22,1009.5,85.38
464.17,14.13,48.92,1011.72,78.06
479.43,9.05,36.3,1027.44,74.85
444.57,22.21,60.77,1018.21,84.96
454.71,18.73,40.12,1013.19,74.12
477.99,10.53,40.64,1020.62,98.43
446.33,21.47,58.79,1017.0,76.97
488.57,6.03,41.17,1019.81,84.2
446.44,23.55,65.12,1016.23,66.65
471.79,9.26,40.78,1023.61,88.48
468.35,14.18,42.99,1007.19,73.21
488.13,6.67,39.37,1020.31,73.56
443.09,24.1,71.97,1009.92,91.27
436.29,25.35,72.99,1007.65,84.09
448.09,23.21,58.49,1010.97,74.34
477.57,11.44,43.13,1014.88,63.88
466.93,12.75,40.64,1020.44,83.17
428.6,30.01,68.27,1006.88,51.67
449.7,27.18,61.41,1012.17,46.11
484.07,8.3,43.13,1020.02,83.11
434.08,26.2,71.73,1009.99,74.99
446.91,22.4,68.31,1009.52,83.5
467.87,14.66,43.13,1014.97,46.31
438.23,24.96,70.47,1007.73,76.48
440.15,26.5,66.05,1017.03,61.34
445.39,24.39,58.41,1013.65,80.93
488.67,3.91,35.47,1016.92,86.03
464.01,14.8,44.92,1024.06,91.67
477.22,10.22,39.64,1010.72,63.05
463.9,13.48,41.92,1030.2,65.96
453.86,17.83,43.72,1008.64,78.72
437.54,31.63,65.74,1010.83,50.59
438.48,23.16,69.94,1004.92,68.68
448.76,21.7,64.69,1007.93,78.37
454.15,13.92,41.16,1000.98,83.89
474.96,12.22,41.2,1016.81,81.22
445.92,21.62,58.59,1012.93,67.05
480.14,9.3,38.18,1017.19,71.51
432.07,32.55,70.94,1006.75,43.15
472.33,13.32,38.73,1005.37,88.48
446.15,19.83,59.44,1012.98,91.24
451.86,22.16,64.63,1020.81,68.47
456.91,15.81,58.59,1014.41,90.03
440.58,24.46,68.61,1011.02,76.66
436.85,29.1,73.4,1011.35,57.31
443.53,24.37,70.02,1010.97,71.97
488.43,7.48,38.5,1014.01,77.35
480.96,8.58,40.72,1022.04,87.55
453.96,19.69,56.65,1020.82,71.54
461.71,18.14,43.56,1012.83,47.1
461.73,18.21,39.54,1009.81,70.92
433.61,27.07,77.95,1012.34,76.64
465.7,15.62,38.28,1014.5,77.01
442.96,25.61,47.43,1008.62,54.51
472.28,15.41,42.44,1012.6,86.74
449.68,20.0,63.31,1017.06,63.1
442.87,25.87,57.32,1012.06,44.13
468.83,14.43,38.91,1013.28,70.26
476.57,9.14,38.91,1018.62,89.88
435.9,25.24,68.28,1000.26,78.17
442.15,27.06,43.77,1011.02,42.61
452.19,18.06,52.08,1003.73,100.09
447.71,23.15,58.79,1011.11,82.49
435.41,25.38,74.67,1016.61,81.34
436.79,30.65,65.18,1012.51,42.32
483.62,8.49,43.69,1016.93,85.63
438.5,29.86,69.34,1009.61,61.27
429.94,29.12,66.56,1006.9,49.79
477.76,10.35,38.38,1020.77,74.55
440.79,30.3,73.9,1006.72,55.13
455.76,21.31,46.97,1014.08,62.57
464.39,15.17,54.3,1017.38,72.11
473.79,11.87,40.55,1019.06,94.11
443.75,24.1,68.61,1010.97,74.87
433.78,23.92,73.17,1011.81,92.33
464.12,13.0,48.79,1017.14,85.23
450.13,24.14,41.1,1002.1,38.49
428.37,30.19,66.54,1004.39,61.43
441.57,22.08,69.94,1008.41,72.86
428.69,26.86,72.58,1009.22,88.39
469.57,13.55,40.1,1014.57,81.48
467.0,13.18,43.8,1023.18,61.21
484.9,7.2,40.35,1011.83,95.59
475.94,11.37,41.5,1013.57,88.82
470.84,13.93,39.64,1011.8,82.64
481.51,10.32,40.35,1011.64,84.05
458.28,16.32,50.88,1013.37,97.19
486.7,4.16,35.47,1017.72,88.49
426.2,28.26,72.43,1006.68,72.3
442.79,29.0,69.68,1012.78,66.09
426.86,31.63,68.3,1014.8,42.02
436.43,28.19,68.08,1013.41,43.93
466.47,13.93,40.2,1013.41,89.86
432.35,30.92,80.18,1010.11,72.47
447.63,19.89,69.48,1011.06,86.73
438.75,25.86,76.2,1005.73,69.35
473.86,10.81,44.63,1020.61,88.29
443.59,18.26,69.94,1004.1,97.39
449.81,18.61,63.09,1019.37,83.08
442.82,25.34,65.61,1014.61,57.51
445.54,21.28,70.72,1010.29,86.22
468.19,12.88,43.8,1023.19,59.18
427.53,33.68,68.14,1002.75,56.05
479.62,8.66,44.68,1022.99,95.45
485.73,8.26,40.96,1025.23,89.22
484.97,9.03,40.71,1025.98,81.94
468.84,14.85,39.39,1013.93,76.27
491.35,3.21,38.44,1016.9,86.34
462.84,15.71,39.3,1019.2,62.28
440.31,26.52,43.77,1011.49,46.98
471.52,14.18,40.69,1014.73,74.88
467.74,13.89,45.08,1024.64,82.29
477.67,10.12,41.78,1013.43,73.47
447.64,21.12,63.91,1009.33,96.14
439.69,26.68,63.73,1009.7,71.55
449.13,19.65,62.1,1019.46,77.82
442.23,23.47,69.71,1009.66,88.83
464.13,16.71,40.55,1004.45,81.64
485.17,5.21,35.79,1012.44,94.35
435.85,28.13,68.12,1012.6,44.71
476.6,12.14,45.0,1023.9,89.2
437.15,23.7,69.23,1011.73,73.18
433.39,29.52,75.33,1002.62,70.64
467.92,13.49,41.78,1010.66,63.34
438.47,28.24,65.74,1013.4,64.87
449.7,16.48,68.28,1004.27,99.89
466.15,14.01,42.74,1029.16,68.31
435.03,24.56,66.75,1018.5,77.47
438.96,28.94,71.64,1006.59,69.24
456.24,19.71,43.43,1009.58,65.71
476.24,11.06,41.5,1013.09,89.8
447.62,22.99,60.77,1017.97,78.47
451.14,19.87,48.14,1016.94,81.56
440.08,23.77,59.21,1011.97,80.08
448.07,20.99,50.12,1008.82,95.97
467.81,10.32,41.01,1021.04,95.3
435.16,26.72,56.9,1007.12,58.54
465.14,14.55,44.84,1023.83,87.6
482.69,4.89,45.87,1007.58,99.35
451.31,19.49,46.63,1013.11,88.01
445.82,24.44,59.21,1017.36,61.45
481.35,7.99,36.08,1020.08,83.2
450.53,27.28,51.43,1011.46,51.38
440.18,26.23,59.07,1008.2,78.93
480.82,9.46,41.4,1026.78,87.58
468.02,15.01,39.52,1017.53,72.0
441.68,24.86,63.47,1011.5,71.78
453.99,20.47,58.16,1016.97,68.6
437.44,27.09,49.3,1003.93,61.0
469.44,11.48,36.18,1017.03,61.62
488.7,7.84,40.07,1016.68,47.63
462.64,15.97,52.72,1024.72,65.97
428.77,29.55,67.69,1004.88,48.68
474.67,11.63,40.55,1022.89,87.12
450.37,22.96,45.01,1012.21,50.81
475.23,13.61,40.71,1022.36,72.87
441.14,22.17,70.47,1011.07,82.57
456.59,15.45,61.27,1019.87,79.21
437.31,25.08,61.02,1010.01,73.21
432.06,24.98,71.98,1006.59,90.61
456.18,20.57,44.9,1008.39,62.69
472.49,12.33,38.91,1017.24,79.84
483.26,8.29,36.08,1020.38,81.53
439.84,25.47,59.92,1010.08,77.18
433.46,28.2,66.75,1018.35,60.18
437.16,29.05,70.32,1011.33,72.5
441.62,27.03,65.12,1015.94,45.1
439.78,27.25,73.03,1014.15,68.52
425.16,30.71,71.85,1008.07,72.05
448.18,20.94,49.02,1008.91,87.32
482.8,9.06,43.79,1016.05,81.32
445.76,26.8,58.84,1001.2,65.03
440.96,25.77,65.48,1018.07,51.47
459.91,16.77,50.9,1013.24,84.4
472.51,11.73,37.92,1008.02,72.68
446.84,19.72,65.94,1010.53,82.12
434.18,24.42,66.56,1002.04,84.7
452.85,18.68,59.14,1016.96,77.09
466.47,14.22,45.08,1023.26,84.41
448.72,23.81,57.5,1015.53,70.66
485.95,7.91,38.56,1016.48,68.94
452.75,21.32,45.01,1012.23,59.94
442.6,24.75,52.84,1005.47,69.61
442.94,26.81,56.57,1013.68,61.6
452.09,25.99,49.82,1015.95,58.56
474.76,10.59,41.26,1008.1,98.27
484.57,6.33,42.07,1004.25,77.1
447.07,22.26,44.89,1009.51,78.93
465.5,15.9,39.99,1007.03,78.49
444.51,23.14,58.18,1008.89,81.82
450.55,19.48,58.79,1017.6,88.72
467.68,13.19,44.88,1017.61,94.95
430.54,27.4,69.84,1002.98,76.48
441.99,29.41,59.27,1011.36,52.37
438.71,25.22,71.85,1009.78,68.96
437.83,22.31,70.32,1009.22,89.53
483.74,7.64,42.28,1008.49,83.42
461.91,14.68,43.99,1023.36,86.79
462.59,15.12,48.92,1011.8,72.93
448.77,20.96,61.27,1019.99,67.32
486.07,5.95,39.48,1005.16,63.6
437.8,25.13,57.69,1007.43,78.43
466.42,11.58,40.66,1017.0,97.13
448.79,20.21,59.14,1016.0,70.38
459.0,16.64,43.14,1019.03,82.88
478.88,8.86,36.71,1025.64,79.65
458.59,19.72,47.03,1012.1,90.36
485.31,8.27,38.56,1016.47,66.6
431.25,30.19,68.08,1010.95,50.34
455.99,20.06,56.53,1020.38,75.16
465.6,13.16,43.41,1016.43,79.47
443.81,24.01,65.46,1014.17,43.02
480.59,9.78,40.03,1017.33,92.11
472.63,16.85,42.24,1017.43,66.01
463.78,15.12,39.16,1006.55,76.99
449.22,24.45,66.49,1014.24,58.15
481.46,9.14,42.44,1014.48,92.03
440.12,26.02,68.67,1006.73,75.19
457.28,21.46,51.61,1010.91,76.41
469.35,13.18,40.24,1016.81,86.71
487.4,5.79,38.68,1017.19,70.46
466.33,13.56,49.83,1007.01,89.86
467.91,11.95,42.07,1018.52,84.73
474.26,9.15,44.03,1012.45,81.67
429.48,28.96,66.54,1002.54,56.33
453.95,21.23,50.59,1017.42,69.26
477.23,10.73,40.35,1012.27,89.65
491.37,6.1,39.33,1010.4,95.34
444.26,25.5,63.91,1009.4,75.22
435.97,29.1,76.2,1006.28,60.22
448.32,22.58,58.12,1014.88,80.59
451.19,19.53,66.54,1013.72,81.46
450.46,20.07,51.3,1011.9,94.62
433.4,24.96,77.54,1008.25,80.6
443.51,21.08,63.13,1013.53,98.0
470.04,12.54,43.69,1017.26,83.59
484.03,6.64,35.19,1019.83,76.01
471.24,16.78,37.2,1011.97,68.94
442.2,25.56,75.6,1017.37,69.31
470.48,14.02,40.75,1016.05,70.65
437.82,29.45,70.02,1010.28,65.93
430.98,28.97,78.92,1011.71,88.5
482.97,6.11,38.68,1017.53,79.23
438.17,28.53,49.3,1003.83,59.69
441.15,31.71,69.04,1008.79,49.32
429.81,32.45,44.37,1005.05,44.37
430.2,30.53,73.21,1000.37,74.17
456.04,15.02,41.48,1015.19,58.69
435.96,24.91,58.69,1008.22,82.81
440.14,22.21,69.71,1009.69,96.85
447.46,24.51,65.12,1016.18,62.39
451.5,18.9,60.07,1016.02,71.38
438.28,28.51,76.09,1007.88,78.2
439.33,27.88,75.23,1011.33,58.91
441.2,24.33,49.16,1003.46,61.04
452.28,20.36,57.5,1014.36,82.96
477.79,11.15,40.64,1020.65,97.95
455.86,21.16,50.66,1014.13,72.77
444.39,30.47,70.83,1010.91,46.94
434.61,31.68,74.16,1011.3,55.94
461.78,19.8,49.15,1020.88,61.88
427.84,32.33,67.83,1008.11,57.48
447.16,18.67,58.46,1016.73,87.7
437.75,29.42,69.14,1007.32,75.04
431.37,27.84,71.32,1007.72,79.25
444.6,22.59,65.06,1014.36,62.44
465.9,10.38,41.01,1020.8,94.26
479.69,8.32,39.64,1010.93,78.21
431.18,30.34,71.25,1000.94,67.29
470.46,12.38,45.51,1016.15,81.37
476.04,11.23,43.7,1016.0,91.75
446.3,24.19,46.93,1013.4,49.39
438.89,30.17,75.08,1005.17,55.89
435.7,28.5,71.32,1002.54,69.35
460.54,14.78,38.58,1017.02,82.4
478.34,11.48,41.2,1012.88,90.04
478.88,9.59,34.69,1027.65,75.32
447.85,20.42,60.77,1017.65,87.07
447.07,20.76,58.79,1017.22,78.75
474.7,13.53,40.71,1023.83,61.59
430.87,34.4,77.95,1009.83,57.86
428.62,33.6,74.33,1012.31,35.66
488.57,6.03,41.17,1019.81,84.2
437.52,28.62,69.71,1009.67,62.12
464.54,19.72,44.78,1009.27,39.18
465.61,11.54,40.77,1022.13,83.5
452.57,19.39,60.1,1010.28,83.31
474.74,9.59,37.14,1013.8,72.85
475.65,12.31,40.64,1020.71,94.6
441.57,23.61,63.94,1012.9,87.06
475.55,7.61,39.42,1024.93,74.77
448.39,18.51,58.46,1017.21,88.1
479.15,7.53,43.65,1018.58,64.85
468.01,10.5,52.72,1026.32,85.04
439.2,24.99,58.79,1016.37,67.16
494.3,6.15,40.07,1020.2,66.64
431.35,30.54,67.45,1014.37,32.97
469.67,13.44,39.39,1012.93,84.29
430.32,31.27,73.77,1003.27,71.48
465.25,16.13,39.99,1007.04,80.49
425.35,30.97,67.69,1005.61,50.88
460.02,15.37,43.34,1014.84,80.37
455.72,21.25,66.86,1012.99,60.65
470.19,14.89,39.82,1013.23,82.49
482.9,6.65,40.77,1021.79,88.84
425.71,30.26,72.58,1007.0,65.51
431.99,33.71,69.98,1013.09,42.62
480.82,8.6,40.77,1011.8,89.45
432.65,29.0,75.33,1001.6,71.43
479.63,10.02,41.44,1017.37,77.65
437.94,28.75,64.69,1007.1,60.37
429.25,37.11,68.94,1006.23,31.15
435.02,30.06,67.25,1017.63,53.59
438.68,30.68,69.68,1012.86,56.56
434.95,30.08,73.42,1011.17,63.86
484.19,6.98,40.35,1011.92,94.72
432.07,29.17,73.17,1009.87,60.97
443.89,21.93,60.84,1017.8,82.61
467.82,15.11,43.67,1012.06,91.75
433.92,25.68,70.17,1001.38,85.89
429.34,30.44,56.24,1005.19,56.24
445.67,20.36,65.27,1011.73,70.8
439.4,26.47,47.43,1009.09,54.94
471.16,13.9,39.54,1007.01,81.33
441.85,21.81,60.27,1015.93,91.38
481.46,9.08,42.49,1010.67,85.35
430.15,32.31,77.95,1010.15,62.17
435.93,27.96,73.42,1011.11,71.93
481.29,9.23,42.44,1014.34,94.2
446.05,25.66,61.08,1013.0,71.21
455.2,19.2,61.27,1020.02,65.53
444.89,24.81,59.87,1018.56,61.18
449.79,24.1,60.29,1008.2,61.81
431.27,28.33,68.14,1004.63,71.21
449.59,19.53,50.32,1009.71,94.46
434.2,29.37,74.78,1009.47,55.65
430.3,24.44,69.84,1005.34,80.37
439.81,31.35,67.32,1013.74,38.56
438.45,28.98,62.66,1009.1,52.62
447.45,21.05,63.09,1016.49,91.23
438.24,25.03,60.27,1017.9,72.04
463.75,14.78,54.3,1016.96,68.53
438.99,25.24,67.45,1013.56,50.91
456.18,16.7,50.88,1015.11,97.25
458.49,16.44,53.16,1014.82,75.29
432.88,25.18,71.98,1006.71,89.86
454.06,23.51,48.98,1014.63,41.56
458.97,20.56,64.45,1012.24,53.09
440.95,26.63,43.77,1011.33,49.3
426.18,27.4,69.13,1001.4,82.47
443.6,26.91,65.34,1014.19,50.7
445.22,23.75,67.9,1006.25,70.17
435.06,27.79,69.23,1012.86,45.71
445.02,27.41,63.07,1011.5,55.3
481.93,7.98,43.52,1022.45,97.68
477.56,11.98,44.58,1016.45,78.8
430.87,27.1,73.21,1002.97,89.68
469.83,12.93,45.51,1015.27,87.27
456.12,18.91,45.01,1012.9,59.81
432.95,26.9,66.48,1004.47,54.71
460.42,14.36,40.0,1016.16,68.79
482.52,8.81,43.56,1014.99,81.5
458.47,18.36,53.16,1013.31,83.18
472.9,11.48,37.92,1008.47,70.55
432.0,25.92,73.77,1001.27,94.28
477.3,11.01,43.69,1016.7,81.48
432.89,26.31,66.48,1005.93,63.9
471.6,9.99,42.07,1018.78,85.68
475.59,12.84,40.8,1026.95,69.86
446.05,21.07,67.07,1004.64,86.16
455.5,17.7,38.52,1020.15,69.8
462.25,14.36,41.26,1021.16,73.43
447.16,24.0,58.05,1011.28,74.32
463.03,12.17,41.58,1013.89,88.98
449.44,19.58,50.12,1009.82,100.1
437.07,25.73,66.54,1010.07,55.97
441.66,23.85,74.22,1009.99,82.72
433.44,26.45,73.5,1010.31,74.33
450.39,20.95,44.89,1010.48,67.97
445.37,21.29,59.04,1012.49,84.23
460.02,14.32,71.14,1019.87,79.15
444.9,19.65,63.91,1009.26,99.08
436.94,28.09,77.95,1017.07,70.98
435.89,33.87,71.32,1007.91,39.48
